ASVid	its-01_F_filt.fastq.gz	its-10_F_filt.fastq.gz	its-11_F_filt.fastq.gz	its-12_F_filt.fastq.gz	its-13_F_filt.fastq.gz	its-14_F_filt.fastq.gz	its-15_F_filt.fastq.gz	its-16_F_filt.fastq.gz	its-17_F_filt.fastq.gz	its-18_F_filt.fastq.gz	its-19_F_filt.fastq.gz	its-02_F_filt.fastq.gz	its-20_F_filt.fastq.gz	its-21_F_filt.fastq.gz	its-22_F_filt.fastq.gz	its-23_F_filt.fastq.gz	its-24_F_filt.fastq.gz	its-25_F_filt.fastq.gz	its-26_F_filt.fastq.gz	its-27_F_filt.fastq.gz	its-28_F_filt.fastq.gz	its-29_F_filt.fastq.gz	its-03_F_filt.fastq.gz	its-30_F_filt.fastq.gz	its-31_F_filt.fastq.gz	its-32_F_filt.fastq.gz	its-33_F_filt.fastq.gz	its-34_F_filt.fastq.gz	its-35_F_filt.fastq.gz	its-36_F_filt.fastq.gz	its-37_F_filt.fastq.gz	its-38_F_filt.fastq.gz	its-39_F_filt.fastq.gz	its-04_F_filt.fastq.gz	its-40_F_filt.fastq.gz	its-41_F_filt.fastq.gz	its-42_F_filt.fastq.gz	its-43_F_filt.fastq.gz	its-44_F_filt.fastq.gz	its-45_F_filt.fastq.gz	its-46_F_filt.fastq.gz	its-47_F_filt.fastq.gz	its-48_F_filt.fastq.gz	its-05_F_filt.fastq.gz	its-06_F_filt.fastq.gz	its-07_F_filt.fastq.gz	its-08_F_filt.fastq.gz	its-09_F_filt.fastq.gz	its-negC_F_filt.fastq.gz	its-posC_F_filt.fastq.gz	ASVid	similarity	query_length	taxonomy
ee3301596353115d984dc0c9664e878c	61	0	0	0	0	0	0	0	0	0	0	96	0	0	20	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	57	205	149	167	0	0	0	ee3301596353115d984dc0c9664e878c	97.17	212	"Linnemannia_amoeboidea|HQ630346|SH2088875.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_amoeboidea"
424515c5caeebde18ecc19afa06b4d2e	0	96	53	301	139	23	90	128	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	424515c5caeebde18ecc19afa06b4d2e	100	48	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
aaf462b13b662f0c845aaf6677d0a9fb	0	0	0	0	0	0	0	0	16	0	0	154	0	0	0	0	9	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	483	0	0	0	aaf462b13b662f0c845aaf6677d0a9fb	97.942	243	"Fungi_sp|UDB02171069|SH1278619.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
596db44085ac4f04aa398ec756b857c1	20	132	115	93	74	65	199	69	0	0	0	0	0	0	0	0	0	80	0	9	0	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	10	36	0	0	596db44085ac4f04aa398ec756b857c1	95.755	212	"Linnemannia_amoeboidea|HQ630346|SH2088875.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_amoeboidea"
48ffcc40d27a22adf3b02a5ce42b35ac	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	253	244	0	0	172	0	198	0	0	0	0	0	0	0	0	48ffcc40d27a22adf3b02a5ce42b35ac	98.601	143	"Glomeromycota_sp|UDB0753234|SH0908110.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycota_cls_Incertae_sedis;o__Glomeromycota_ord_Incertae_sedis;f__Glomeromycota_fam_Incertae_sedis;g__Glomeromycota_gen_Incertae_sedis;s__Glomeromycota_sp"
8a54a106a65b721fb9d715649ddf005c	0	0	0	0	0	0	0	0	9	70	0	0	0	0	0	26	0	454	0	25	27	0	0	89	12	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8a54a106a65b721fb9d715649ddf005c	100	164	"Cystobasidium_benthicum|KU164554|SH1223349.09FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium_benthicum"
32c2a2cab25bcbdc4c66c498ab2817e5	48	12	0	12	10	0	0	8	5	0	0	110	0	0	0	12	19	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	37	192	95	156	5	0	0	32c2a2cab25bcbdc4c66c498ab2817e5	100	168	"Ascomycota_sp|UDB03082091|SH1078088.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
67242434d5bc9442657a9836e3d546b5	0	0	94	239	92	23	256	169	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	67242434d5bc9442657a9836e3d546b5	96.296	54	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
653ba38303a5e0f5abad34853e5c8d26	0	9	23	14	18	0	5	0	0	0	0	0	0	0	0	0	0	841	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	653ba38303a5e0f5abad34853e5c8d26	99.005	201	"Marquandomyces_marquandii|AB114223|SH1278566.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Marquandomyces;s__Marquandomyces_marquandii"
568ff3b9247df33502af0ee0cd2aafe1	0	85	94	227	104	53	0	87	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	568ff3b9247df33502af0ee0cd2aafe1	99.429	175	"Eukaryota_sp|UDB0595053|SH1248206.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
45d3973369b82c9c43dc5e028b0c6d60	38	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	58	241	121	119	0	0	0	45d3973369b82c9c43dc5e028b0c6d60	87.907	215	"Nigrosabulum_globosum|MH859825|SH1160517.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nigrosabulum;s__Nigrosabulum_globosum"
3ec48d3b469f5f4e47dcdbc271a5a2c8	0	0	0	11	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	164	0	0	47	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	110	160	175	119	5	0	0	3ec48d3b469f5f4e47dcdbc271a5a2c8	99.01	202	"Mortierellaceae_sp|KU534621|SH1044411.09FU|reps|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierellaceae_gen_Incertae_sedis;s__Mortierellaceae_sp"
a479ca9368260c6891b73ce64b7e1446	231	0	0	0	0	0	0	0	10	0	0	16	10	0	0	9	67	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	158	13	33	131	0	0	0	a479ca9368260c6891b73ce64b7e1446	94.495	436	"Fungi_sp|UDB0750185|SH1015344.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
b8c95462599b8c23ed457cf4fa508850	0	95	154	112	91	48	120	67	0	0	0	0	0	0	0	0	0	40	31	42	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	b8c95462599b8c23ed457cf4fa508850	98.864	176	"Nectriaceae_sp|UDB06671086|SH0968939.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp"
328d6458761c33db61274d8b4795e294	77	0	0	0	0	0	0	0	4	14	0	67	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	76	119	97	118	0	0	0	328d6458761c33db61274d8b4795e294	81.034	174	"Laboulbeniomycetes_sp|UDB0317527|SH1199612.09FU|reps|k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Laboulbeniomycetes_ord_Incertae_sedis;f__Laboulbeniomycetes_fam_Incertae_sedis;g__Laboulbeniomycetes_gen_Incertae_sedis;s__Laboulbeniomycetes_sp"
ed6bb50f843936b5e40df4cefa708f74	0	100	115	196	155	109	20	59	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	ed6bb50f843936b5e40df4cefa708f74	100	178	"Mortierella_fluviae|KX227755|SH1367426.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_fluviae"
b48a6737e0cb24ae78584810c0b1cff1	28	21	15	16	16	17	70	21	0	0	0	87	2	0	0	4	0	0	5	5	4	0	150	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	67	101	112	74	0	0	0	b48a6737e0cb24ae78584810c0b1cff1	85.496	262	"Onygenaceae_sp|UDB0516348|SH1120117.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Onygenaceae_gen_Incertae_sedis;s__Onygenaceae_sp"
e80822b040caf623bd4ce7336ac32a63	0	0	19	7	0	0	0	0	0	0	101	0	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	e80822b040caf623bd4ce7336ac32a63	99.457	184	"Xylariales_sp|UDB0752969|SH0945915.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Xylariales_gen_Incertae_sedis;s__Xylariales_sp"
36c7f9b058b202c8443b26fa63ccd43f	2	103	96	111	108	62	172	71	0	0	0	0	0	0	0	0	0	15	6	14	0	0	7	0	6	16	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	6	50	0	0	36c7f9b058b202c8443b26fa63ccd43f	100	181	"Extremopsis_radicicola|HG937160|SH0993828.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Extremopsis;s__Extremopsis_radicicola"
17d1d9c84dd2f535b34e02137b6d274b	0	11	10	223	7	0	16	0	0	0	20	28	22	0	16	42	16	19	0	14	0	0	8	0	0	0	0	0	8	0	0	26	0	0	66	69	77	0	0	0	0	0	0	11	39	33	9	55	0	0	17d1d9c84dd2f535b34e02137b6d274b	88.718	195	"Rhizophydiomycetes_sp|UDB06476992|SH0889771.09FU|reps|k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiomycetes_ord_Incertae_sedis;f__Rhizophydiomycetes_fam_Incertae_sedis;g__Rhizophydiomycetes_gen_Incertae_sedis;s__Rhizophydiomycetes_sp"
89146b0333414b9fe0a78b6476801953	0	62	52	186	63	50	98	54	0	0	0	0	0	0	13	0	0	15	15	8	7	0	32	0	4	0	0	0	0	19	0	0	0	34	0	0	0	0	0	0	0	0	0	8	35	19	33	32	0	0	89146b0333414b9fe0a78b6476801953	99.517	207	"Helotiales_sp|FN812813|SH1276166.09FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp"
3803d9a057e683c6ba91fb8979cb87bf	0	0	0	75	71	0	0	0	0	0	0	0	0	0	0	0	0	617	46	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	3803d9a057e683c6ba91fb8979cb87bf	99.468	188	"Rozellomycota_sp|UDB06747496|SH0890688.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp"
e3fef708d9b63e0e6e9ad1c6458e3d92	0	31	50	9	16	30	0	14	0	0	0	97	0	0	0	3	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	24	316	76	58	10	0	0	e3fef708d9b63e0e6e9ad1c6458e3d92	95.722	187	"Pyrenochaetopsis_tabarestanensis|KF730241|SH2789239.09FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_tabarestanensis"
296c3d4f732073aab56009241e1293ee	60	0	0	57	0	0	0	0	0	0	34	0	0	0	0	60	0	0	0	0	9	0	0	0	16	0	0	0	0	0	0	0	48	42	0	49	0	0	0	0	0	0	0	67	0	324	59	0	0	0	296c3d4f732073aab56009241e1293ee	96.296	54	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
308d0be0616c035db0b011824ecdf9c7	0	129	153	110	115	73	97	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	308d0be0616c035db0b011824ecdf9c7	97.126	174	"Hormiactis_sp|UDB03408742|SH0936444.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Hormiactis;s__Hormiactis_sp"
255db16b6d04871b4a2a0523c29a5c3c	0	0	53	56	57	52	47	30	0	0	0	20	0	0	0	0	0	0	0	13	11	0	32	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	233	54	0	0	255db16b6d04871b4a2a0523c29a5c3c	96.789	218	"Pseudogymnoascus_alpinus|DQ117459|SH1478760.09FU|refs_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_alpinus"
1536560df83c885ca7c1f890df55d844	0	140	88	105	101	71	68	81	0	0	0	0	0	0	0	0	0	17	0	11	0	0	5	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	5	0	3	42	56	0	0	1536560df83c885ca7c1f890df55d844	99.184	245	"Debaryomyces_coudertii|AB054018|SH2935721.09FU|refs|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces;s__Debaryomyces_coudertii"
a6826d385bf9c18a994bc6913ded9e3d	0	68	63	356	44	59	23	56	0	0	0	0	0	0	0	0	0	25	0	11	17	0	0	0	11	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	a6826d385bf9c18a994bc6913ded9e3d	100	48	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
9f17f1eed5408497839ad306e96140f6	0	27	25	32	503	36	41	30	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	35	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	9f17f1eed5408497839ad306e96140f6	100	211	"Scedosporium_aurantiacum|AJ888440|SH0949310.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_aurantiacum"
9ad1d9ac39707d8236b24dbc0739d20b	0	68	103	115	134	109	80	60	0	0	0	0	0	0	0	0	0	26	21	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9ad1d9ac39707d8236b24dbc0739d20b	100	197	"Aspergillus_westerdijkiae|EF661427|SH1706155.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_westerdijkiae"
f9f9d2d168b34aaa215dbe60e4a1a301	0	15	0	0	160	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	22	206	60	40	0	0	f9f9d2d168b34aaa215dbe60e4a1a301	100	218	"Ascomycota_sp|UDB03395738|SH0919378.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
6874af923a842ce2d2dada59d36145c6	0	0	0	0	0	0	0	0	0	0	0	97	0	0	12	0	0	0	0	0	0	0	150	0	0	0	0	0	20	0	0	0	0	160	0	0	0	0	48	0	0	0	34	0	99	0	178	0	0	0	6874af923a842ce2d2dada59d36145c6	97.826	138	"Glomeraceae_sp|GQ388597|SH1037033.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen_Incertae_sedis;s__Glomeraceae_sp"
b17f143733f648b5a2847c519fdc0e63	0	65	75	62	390	47	55	36	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	36	0	0	b17f143733f648b5a2847c519fdc0e63	99.495	198	"Marquandomyces_marquandii|MW113321|SH1278550.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Marquandomyces;s__Marquandomyces_marquandii"
c59ad0316a2efc8c79de1d280ef0a805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	46	0	0	0	439	0	133	24	77	0	0	0	c59ad0316a2efc8c79de1d280ef0a805	98.601	143	"Glomeromycota_sp|UDB0753234|SH0908110.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycota_cls_Incertae_sedis;o__Glomeromycota_ord_Incertae_sedis;f__Glomeromycota_fam_Incertae_sedis;g__Glomeromycota_gen_Incertae_sedis;s__Glomeromycota_sp"
dd609bbb05f4d6b932f8a75814699442	0	8	13	83	12	0	5	21	0	0	76	0	157	0	0	0	0	0	0	0	0	8	0	343	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	dd609bbb05f4d6b932f8a75814699442	100	194	"Cladosporium_velox|DQ780361|SH4359434.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_velox"
60a1bba81f39e5332241bdc0a04c250e	0	0	0	0	0	0	0	0	0	11	0	0	37	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	60a1bba81f39e5332241bdc0a04c250e	97.222	36	"Aphelidiales_sp|UDB01170660|SH1161991.09FU|reps|k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__Aphelidiales;f__Aphelidiales_fam_Incertae_sedis;g__Aphelidiales_gen_Incertae_sedis;s__Aphelidiales_sp"
08520402dc5ad97f9e86a654ad8adcfd	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	104	195	0	109	0	0	0	08520402dc5ad97f9e86a654ad8adcfd	98.162	272	"Arthroderma_mcgillisianum|OK631727|SH1168580.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__Arthroderma_mcgillisianum"
2fa8cf8b9fce9eba950031de74ca68df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2fa8cf8b9fce9eba950031de74ca68df	92.935	184	"Rhizophagus_sp|AJ872044|SH0907798.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp"
1c0387ffa418ddc28e2ed5c406a75227	0	33	99	174	34	42	82	38	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	81	16	0	31	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1c0387ffa418ddc28e2ed5c406a75227	99.005	201	"Microascales_sp|EU620157|SH0944169.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascales_fam_Incertae_sedis;g__Microascales_gen_Incertae_sedis;s__Microascales_sp"
6141e098000b209efdd05d5628dbcc4c	0	26	534	42	52	30	27	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	6141e098000b209efdd05d5628dbcc4c	100	210	"Fungi_sp|JX366542|SH0986437.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
8998880dcc74089f6f363face9567c24	7	72	95	139	58	60	106	61	0	0	0	10	0	0	0	0	0	22	33	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	20	10	47	0	0	8998880dcc74089f6f363face9567c24	100	174	"Endophoma_elongata|JF340089|SH2734999.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Endophoma;s__Endophoma_elongata"
2e6bbe9362cf4a84c1ace7c509274f77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e6bbe9362cf4a84c1ace7c509274f77	100	174	"Symmetrospora_coprosmae|AF444577|SH3798314.09FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_coprosmae"
bb7f6096983e40b9070d19af75d887aa	19	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	161	141	0	0	95	0	41	88	38	36	0	60	0	0	0	bb7f6096983e40b9070d19af75d887aa	97.222	144	"Glomeromycota_sp|UDB0753234|SH0908110.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycota_cls_Incertae_sedis;o__Glomeromycota_ord_Incertae_sedis;f__Glomeromycota_fam_Incertae_sedis;g__Glomeromycota_gen_Incertae_sedis;s__Glomeromycota_sp"
4d0eb4511c057c6415440da0319ec9d8	69	8	33	0	33	19	0	17	0	17	0	0	0	0	0	0	0	14	15	25	3	0	44	0	0	0	0	102	52	209	0	0	0	0	0	0	0	0	0	20	0	0	0	0	48	0	0	22	0	0	4d0eb4511c057c6415440da0319ec9d8	99.313	291	"Thaumatomonas_sp|UDB05489209|SH1199932.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__Thaumatomonas_sp"
f3848b6b6202c632e78cf1f597891baa	0	0	0	0	0	0	0	0	0	0	343	0	29	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	f3848b6b6202c632e78cf1f597891baa	98	50	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
525a1f936629f82c679e9ea8850e6e83	0	50	31	49	108	60	10	19	0	0	0	0	0	0	0	0	0	37	10	40	0	0	0	0	11	0	0	119	142	0	5	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	525a1f936629f82c679e9ea8850e6e83	99.517	207	"Pleosporales_sp|UDB05799411|SH1298750.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp"
e09054c89038ebe2ccffacd06e07339d	0	55	46	90	236	29	0	90	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	e09054c89038ebe2ccffacd06e07339d	100	209	"Mortierella_polygonia|HQ630301|SH1260731.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polygonia"
63904d45b5f897cba1a0de9fc165e092	0	96	101	90	89	88	132	65	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	63904d45b5f897cba1a0de9fc165e092	99.454	183	"Fusarium_burgessii|MH863590|SH3194006.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_burgessii"
